Tipo nave (agrupado),TRG,Puerto origen,Puerto destino,Agencia,Sitio,Línea naviera,Servicio,service_time_hours,Calado arribo,Calado diff,covid_era,atraque_hour_sin,atraque_hour_cos,atraque_dayofweek_sin,atraque_dayofweek_cos,atraque_month_sin,atraque_month_cos
Container,42799,RIO GRANDE - RS,CALLAO,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,23.0,12.0,-0.1,post,0.965926,-0.258819,-0.974928,-0.222521,0.0,-1.0
Container,155492,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,49.583333333333336,12.05,3.15,post,-0.258819,-0.965926,0.781831,0.62349,0.0,-1.0
Container,6406,SAN VICENTE,other_destinations,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,12.5,5.065,-1.16,post,0.965926,-0.258819,-0.781831,0.62349,0.0,-1.0
Dry Bulk,12145,CALLAO,CABO NEGRO,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,29.75,5.475,-0.225,post,0.707107,-0.707107,-0.781831,0.62349,0.0,-1.0
Container,96223,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Eurosal,56.48333333333333,9.7,-0.5,post,-0.707107,-0.707107,0.781831,0.62349,0.0,-1.0
Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,84Q ATACAMA FEEDER,13.416666666666666,9.85,-0.15,post,-0.866025,-0.5,0.433884,-0.900969,0.0,-1.0
Container,27279,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C1,CMA CGM,Americas XL,33.31666666666667,8.4,0.1,post,0.0,-1.0,0.433884,-0.900969,0.0,-1.0
Dry Bulk,36176,BAHIA BLANCA,BAHIA BLANCA,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,106.5,12.2,6.545,post,-0.707107,0.707107,-0.974928,-0.222521,0.0,-1.0
Dry Bulk,25171,CALLAO,PATILLOS,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,42.35,10.355,5.155,post,-0.965926,-0.258819,0.781831,0.62349,0.0,-1.0
Dry Bulk,35600,BAHIA BLANCA,BAHIA BLANCA,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,102.0,10.325,4.725,post,0.866025,-0.5,0.433884,-0.900969,0.0,-1.0
Container,42799,ARICA,SAN FRANCISCO DO SUL,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,37.38333333333333,10.2,-0.05,post,0.965926,-0.258819,-0.974928,-0.222521,0.0,-1.0
Container,155492,LIRQUEN,CALLAO,96707720-8 - MSC,Sitio 1,MSC,Andes,72.0,13.65,0.3,post,1.0,0.0,-0.974928,-0.222521,0.0,-1.0
Dry Bulk,35906,SAN LORENZO,SAN LORENZO,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,81.91666666666667,10.115,4.54,post,-0.258819,-0.965926,-0.974928,-0.222521,0.0,-1.0
Vehicle Carrier,62349,MANZANILLO PANAMA,other_destinations,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,34.8,9.1,1.05,post,0.258819,-0.965926,-0.781831,0.62349,0.0,-1.0
Container,94416,CALLAO,CORONEL,96707720-8 - MSC,C1,MSC,SAWC-USA-NWC,17.6,12.7,1.0,post,-0.707107,-0.707107,0.781831,0.62349,0.0,-1.0
Container,94623,CHANCAY,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,46.0,10.85,2.25,post,-0.258819,0.965926,-0.974928,-0.222521,0.0,-1.0
Vehicle Carrier,57692,other_origins,IQUIQUE,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,23.95,8.85,0.85,post,-0.965926,0.258819,0.433884,-0.900969,0.0,-1.0
Vehicle Carrier,57692,ZARATE,IQUIQUE,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,17.45,9.0,0.4,post,0.965926,0.258819,-0.974928,-0.222521,0.0,-1.0
Vehicle Carrier,49675,other_origins,IQUIQUE,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,13.5,8.85,0.6,post,-0.258819,-0.965926,0.974928,-0.222521,0.0,-1.0
Container,47952,CALLAO,other_destinations,96566940-k - AGUNSA,Sitio 2,YANG MING,WSA6,29.08333333333333,9.4,0.0,post,0.258819,0.965926,-0.433884,-0.900969,0.0,-1.0
Container,73360,other_origins,CHANCAY,82728500-5 - IAN TAYLOR,C2,CMA CGM,Acsa 1,72.36666666666666,12.5,1.9,post,0.866025,0.5,-0.974928,-0.222521,0.0,-1.0
Vehicle Carrier,57692,BALBOA,IQUIQUE,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,9.4,9.05,0.35,post,-0.707107,0.707107,0.781831,0.62349,0.0,-1.0
Container,139300,CALLAO,LIRQUEN,96566940-k - AGUNSA,Sitio 1,ONE,AX2,74.06666666666666,13.0,1.225,post,1.0,0.0,-0.433884,-0.900969,0.0,-1.0
Dry Bulk,25171,CALLAO,PATILLOS,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,28.683333333333334,10.355,5.155,post,-0.258819,0.965926,-0.433884,-0.900969,0.0,-1.0
Liquid Bulk,21231,QUINTERO,BALBOA,78986820-4 - B&M,Sitio 3,NON-LINER,NO SERVICE,17.083333333333332,6.175,-0.825,post,0.707107,-0.707107,-0.974928,-0.222521,0.0,-1.0
Liquid Bulk,21231,QUINTERO,BALBOA,78986820-4 - B&M,Sitio 9,NON-LINER,NO SERVICE,7.933333333333334,6.175,-0.825,post,0.5,0.866025,-0.781831,0.62349,0.0,-1.0
Container,49877,CALLAO,CALLAO,96566940-k - AGUNSA,C1,ZIM,ZIM Albatros,42.5,10.725,-0.075,post,-0.258819,-0.965926,-0.781831,0.62349,0.0,-1.0
Liquid Bulk,21231,QUINTERO,BALBOA,78986820-4 - B&M,Sitio 3,NON-LINER,NO SERVICE,45.6,6.175,-0.825,post,0.866025,-0.5,-0.433884,-0.900969,0.0,-1.0
Liquid Bulk,11773,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,25.883333333333333,5.25,-4.45,post,0.5,0.866025,-0.433884,-0.900969,0.0,-1.0
Dry Bulk,33239,QUINTERO,other_destinations,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,45.35,13.2,1.145,post,-1.0,-0.0,-0.781831,0.62349,0.0,-1.0
Container,25703,LIRQUEN,CALLAO,96566940-k - AGUNSA,C1,XPRESS FEEDER,CHX,9.9,8.3,-0.35,post,0.965926,0.258819,-0.781831,0.62349,0.0,-1.0
Container,54465,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,36.48333333333333,13.2,0.525,post,-0.5,0.866025,-0.781831,0.62349,0.0,-1.0
General Cargo,18189,MEJILLONES,MEJILLONES,82728500-5 - IAN TAYLOR,Sitio 4/5,BBC,USA,12.616666666666667,5.05,-0.25,post,0.965926,-0.258819,0.0,1.0,0.0,-1.0
Container,92198,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,49.68333333333333,13.4,1.05,post,-0.5,-0.866025,0.781831,0.62349,-0.5,-0.866025
Vehicle Carrier,46800,BUENAVENTURA,KOBE - HYOGO,96566940-k - AGUNSA,Sitio 4/5,NON-LINER,NO SERVICE,9.916666666666666,7.6,0.5,post,-0.866025,0.5,-0.781831,0.62349,0.0,-1.0
Dry Bulk,24992,SAN LORENZO,ANTOFAGASTA,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,69.41666666666667,9.36,3.96,post,-0.866025,-0.5,0.0,1.0,0.0,-1.0
Dry Bulk,23587,TALCAHUANO,PATILLOS,96566940-k - AGUNSA,Sitio 4/5,NON-LINER,NO SERVICE,51.45,6.55,1.95,post,0.866025,-0.5,0.781831,0.62349,-0.5,-0.866025
Container,74875,CALLAO,CORONEL,96707720-8 - MSC,C2,MSC,SAWC-USA-NWC,25.216666666666665,10.775,2.375,post,0.965926,0.258819,0.781831,0.62349,-0.5,-0.866025
Container,118945,CALLAO,CALLAO,80992000-3 - ULTRAMAR,C2,HAPAG-LLOYD CHILE SPA,Eurosal,65.03333333333333,9.475,0.345,post,0.866025,-0.5,0.974928,-0.222521,-0.5,-0.866025
Dry Bulk,36464,VANCOUVER - BC,MEJILLONES,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,86.08333333333333,11.985,6.985,post,-0.5,-0.866025,0.433884,-0.900969,-0.5,-0.866025
Container,74739,other_origins,CHANCAY,82728500-5 - IAN TAYLOR,C2,CMA CGM,Acsa 1,62.18333333333333,13.75,1.3,post,1.0,0.0,-0.974928,-0.222521,-0.5,-0.866025
Vehicle Carrier,68252,CHANCAY,SANTOS - SP,80925100-4 - SOMARCO,Sitio 4/5,NON-LINER,NO SERVICE,7.316666666666666,8.15,0.3,post,-0.707107,0.707107,0.781831,0.62349,-0.5,-0.866025
Container,73133,other_origins,CHANCAY,82728500-5 - IAN TAYLOR,C2,CMA CGM,Acsa 1,45.583333333333336,14.05,2.1,post,-0.707107,0.707107,-0.433884,-0.900969,-0.5,-0.866025
Container,76633,CALLAO,NINGBO,91256000-7 - A.J.BROOM,Sitio 2,other_liners,WSA6,31.383333333333333,9.85,0.55,post,-0.5,-0.866025,0.433884,-0.900969,-0.5,-0.866025
Container,96223,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Eurosal,57.88333333333333,9.55,-0.9,post,-0.965926,0.258819,0.781831,0.62349,-0.5,-0.866025
Container,39906,CALLAO,HONG KONG,96566940-k - AGUNSA,C1,ZIM,ZIM Albatros,33.483333333333334,9.7,0.9,post,1.0,0.0,0.0,1.0,-0.5,-0.866025
Vehicle Carrier,68252,CHANCAY,SANTOS - SP,80925100-4 - SOMARCO,Sitio 4/5,NON-LINER,NO SERVICE,16.5,8.15,0.3,post,-0.707107,0.707107,0.433884,-0.900969,-0.5,-0.866025
General Cargo,9618,other_origins,IQUIQUE,82728500-5 - IAN TAYLOR,C1,BBC,USA,15.466666666666669,5.35,0.15,post,1.0,0.0,0.781831,0.62349,-0.5,-0.866025
Container,109699,other_origins,CHANCAY,82728500-5 - IAN TAYLOR,C2,CMA CGM,Acsa 1,53.78333333333333,13.85,1.75,post,0.258819,-0.965926,-0.433884,-0.900969,-0.5,-0.866025
Container,76633,CALLAO,NINGBO,91256000-7 - A.J.BROOM,Sitio 2,other_liners,WSA6,23.83333333333333,9.85,0.55,post,-0.707107,-0.707107,-0.974928,-0.222521,-0.5,-0.866025
Vehicle Carrier,59954,other_origins,CALLAO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,7.866666666666666,8.95,0.25,post,-0.258819,-0.965926,0.781831,0.62349,-0.5,-0.866025
Container,31622,CALLAO,CALLAO,96566940-k - AGUNSA,C1,ONE,FLX,27.183333333333334,7.85,-0.3,post,-0.965926,-0.258819,0.433884,-0.900969,-0.5,-0.866025
Vehicle Carrier,59217,CALLAO,KOBE - HYOGO,96566940-k - AGUNSA,Sitio 4/5,KKK LINE,ASIA,13.4,8.25,0.6,post,-0.258819,-0.965926,0.0,1.0,-0.5,-0.866025
Container,28927,CALLAO,CALLAO,96566940-k - AGUNSA,C1,ONE,FLX,44.05,8.15,-1.4,post,-0.258819,-0.965926,0.433884,-0.900969,-0.5,-0.866025
Container,113042,CALLAO,CORONEL,96566940-k - AGUNSA,Sitio 1,ONE,AX2,39.53333333333333,10.0,1.0,post,1.0,0.0,0.974928,-0.222521,-0.5,-0.866025
Liquid Bulk,11628,CALLAO,CABO NEGRO,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,13.083333333333334,6.65,0.9,post,-0.707107,-0.707107,0.433884,-0.900969,-0.5,-0.866025
Liquid Bulk,11628,CALLAO,CABO NEGRO,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,5.466666666666667,6.65,0.9,post,0.0,-1.0,-0.433884,-0.900969,-0.5,-0.866025
Vehicle Carrier,72408,LAZARO CARDENAS - MIC,MONTEVIDEO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,48.21666666666667,9.35,1.2,post,-0.258819,-0.965926,0.781831,0.62349,-0.5,-0.866025
Liquid Bulk,10748,QUINTERO,CABO NEGRO,80010900-0 - AGENTAL,Sitio 9,NON-LINER,NO SERVICE,22.966666666666665,5.35,0.4,post,-0.5,0.866025,0.974928,-0.222521,-0.5,-0.866025
Container,114380,CALLAO,NINGBO,91256000-7 - A.J.BROOM,Sitio 2,other_liners,WSA6,46.73333333333333,10.2,1.0,post,-0.258819,0.965926,0.433884,-0.900969,-0.5,-0.866025
Liquid Bulk,10748,QUINTERO,CABO NEGRO,80010900-0 - AGENTAL,Sitio 9,NON-LINER,NO SERVICE,7.85,5.35,0.4,post,0.707107,0.707107,-0.433884,-0.900969,-0.5,-0.866025
Container,6406,SAN VICENTE,other_destinations,80992000-3 - ULTRAMAR,Sitio 3,TRANSMARES,CABOTAJE SUR,27.016666666666666,5.56,-1.435,post,0.965926,0.258819,0.781831,0.62349,-0.5,-0.866025
Dry Bulk,23440,SAN LORENZO,PATILLOS,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,70.45,9.71,4.55,post,-0.707107,-0.707107,0.433884,-0.900969,-0.5,-0.866025
Container,54465,GUAYAQUIL,RIO GRANDE - RS,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,46.93333333333333,11.05,0.35,post,0.0,-1.0,-0.974928,-0.222521,-0.5,-0.866025
Container,68687,CALLAO,NINGBO,80992000-3 - ULTRAMAR,Sitio 2,other_liners,WSA6,40.95,10.34,0.44,post,-1.0,-0.0,0.433884,-0.900969,-0.5,-0.866025
Dry Bulk,31229,BAHIA BLANCA,COQUIMBO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,71.83333333333333,12.09,5.385,post,0.707107,0.707107,-0.433884,-0.900969,-0.5,-0.866025
Container,28270,LIRQUEN,CHANCAY,80925100-4 - SOMARCO,C1,COSCO GROUP,CHX,10.766666666666667,8.15,-0.4,post,-0.258819,-0.965926,-0.781831,0.62349,-0.5,-0.866025
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,27.83333333333333,8.025,-2.97,post,-0.258819,0.965926,-0.433884,-0.900969,-0.5,-0.866025
Dry Bulk,34795,other_origins,MEJILLONES,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,106.5,12.17,6.62,post,-0.707107,-0.707107,-0.781831,0.62349,-0.5,-0.866025
Dry Bulk,36216,QUINTERO,other_destinations,78986820-4 - B&M,C2,NON-LINER,NO SERVICE,45.31666666666667,9.7,-0.4,post,-0.707107,0.707107,-0.781831,0.62349,-0.5,-0.866025
Container,94623,CALLAO,CALLAO,80925100-4 - SOMARCO,C2,COSCO GROUP,Eurosal,72.98333333333333,9.55,-0.45,post,1.0,0.0,0.974928,-0.222521,-0.5,-0.866025
Dry Bulk,12137,CALLAO,CABO NEGRO,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,23.666666666666668,5.75,0.3,post,0.258819,-0.965926,0.974928,-0.222521,-0.5,-0.866025
Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,84Q ATACAMA FEEDER,40.0,8.675,-0.175,post,0.0,-1.0,0.781831,0.62349,-0.5,-0.866025
Vehicle Carrier,61321,SHANGHAI,CALLAO,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,53.016666666666666,10.0,1.7,post,-0.965926,0.258819,0.433884,-0.900969,-0.5,-0.866025
Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,84Q ATACAMA FEEDER,10.583333333333334,9.45,-0.2,post,-0.258819,-0.965926,0.781831,0.62349,-0.5,-0.866025
Container,96628,MEJILLONES,NINGBO,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,47.333333333333336,10.7,0.4,post,0.707107,-0.707107,0.781831,0.62349,-0.5,-0.866025
Container,42799,ARICA,SAN FRANCISCO DO SUL,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,22.666666666666668,8.95,0.45,post,0.866025,-0.5,0.0,1.0,-0.5,-0.866025
Container,89174,MEJILLONES,GUAYAQUIL,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,29.6,12.0,1.3,post,-0.5,0.866025,0.0,1.0,-0.5,-0.866025
Vehicle Carrier,66802,CALLAO,SHANGHAI,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,29.7,8.65,1.05,post,-0.866025,0.5,0.433884,-0.900969,-0.5,-0.866025
Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,84Q ATACAMA FEEDER,28.416666666666668,9.75,-0.4,post,-0.965926,0.258819,0.781831,0.62349,-0.5,-0.866025
Container,75752,other_origins,CHANCAY,82728500-5 - IAN TAYLOR,C2,CMA CGM,Acsa 1,76.31666666666666,12.6,1.6,post,-0.866025,0.5,-0.974928,-0.222521,-0.5,-0.866025
Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,84Q ATACAMA FEEDER,29.08333333333333,11.55,2.35,post,-0.965926,0.258819,0.781831,0.62349,-0.5,-0.866025
Container,92198,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,58.46666666666667,12.55,0.55,post,0.707107,-0.707107,0.0,1.0,-0.5,-0.866025
Container,42799,RIO GRANDE - RS,CALLAO,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,23.25,12.55,-0.2,post,0.0,1.0,-0.781831,0.62349,-0.5,-0.866025
Container,6385,SAN VICENTE,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 1,TRANSMARES,CABOTAJE SUR,19.53333333333333,5.46,-1.375,post,-0.965926,0.258819,-0.781831,0.62349,-0.5,-0.866025
Container,66332,CALLAO,NINGBO,80992000-3 - ULTRAMAR,Sitio 2,other_liners,WSA6,32.333333333333336,11.6,0.55,post,1.0,0.0,0.433884,-0.900969,-0.5,-0.866025
Vehicle Carrier,72376,ZARATE,CALLAO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,10.283333333333331,8.9,0.35,post,-0.258819,-0.965926,-0.974928,-0.222521,0.0,-1.0
Dry Bulk,22863,CALLAO,PATILLOS,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,38.31666666666667,10.85,5.255,post,-0.866025,-0.5,0.781831,0.62349,-0.5,-0.866025
Container,27279,CALLAO,CALLAO,80925100-4 - SOMARCO,C1,COSCO GROUP,Americas XL,36.05,8.2,-0.2,post,0.0,-1.0,0.433884,-0.900969,-0.5,-0.866025
Container,108069,CHANCAY,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,52.5,9.975,0.725,post,-0.866025,-0.5,-0.974928,-0.222521,-0.5,-0.866025
Container,28270,CHANCAY,LIRQUEN,80925100-4 - SOMARCO,C1,COSCO GROUP,CHX,17.533333333333335,7.6,-0.6,post,0.965926,-0.258819,-0.974928,-0.222521,-0.5,-0.866025
Dry Bulk,34827,BAHIA BLANCA,COQUIMBO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,103.75,11.825,6.215,post,0.965926,-0.258819,0.0,1.0,-0.5,-0.866025
Vehicle Carrier,59217,ZARATE,CALLAO,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,8.733333333333333,8.75,0.25,post,-1.0,-0.0,0.781831,0.62349,-0.5,-0.866025
Dry Bulk,22863,CALLAO,PATILLOS,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,46.21666666666667,10.85,5.255,post,-1.0,-0.0,-0.974928,-0.222521,-0.5,-0.866025
Vehicle Carrier,61002,IQUIQUE,CALLAO,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,53.43333333333333,8.43,0.03,post,-0.5,-0.866025,-0.974928,-0.222521,-0.5,-0.866025
Container,139588,CALLAO,LIRQUEN,96566940-k - AGUNSA,Sitio 1,ONE,AX2,66.76666666666667,11.35,1.1,post,1.0,0.0,0.433884,-0.900969,-0.5,-0.866025
Container,92111,CHANCAY,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,43.91666666666666,9.0,0.45,post,0.707107,0.707107,-0.781831,0.62349,-0.5,-0.866025
Liquid Bulk,11773,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,17.55,5.05,-4.65,post,0.866025,0.5,-0.781831,0.62349,-0.5,-0.866025
Dry Bulk,12137,CALLAO,CABO NEGRO,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,10.866666666666667,5.75,0.3,post,0.258819,-0.965926,0.433884,-0.900969,-0.5,-0.866025
Container,155492,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,72.21666666666667,12.4,1.55,post,-0.965926,-0.258819,0.433884,-0.900969,-0.5,-0.866025
Container,53523,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,24.116666666666667,12.2,0.0,post,-0.258819,0.965926,-0.974928,-0.222521,-0.5,-0.866025
Container,41391,ANTOFAGASTA,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,30.116666666666667,11.25,0.2,post,-0.707107,-0.707107,-0.433884,-0.900969,-0.5,-0.866025
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,37.46666666666667,6.255,-4.755,post,0.258819,0.965926,0.0,1.0,-0.5,-0.866025
Vehicle Carrier,58767,ZARATE,IQUIQUE,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,25.666666666666668,9.3,0.6,post,-0.866025,0.5,-0.974928,-0.222521,-0.5,-0.866025
Dry Bulk,34800,BAHIA BLANCA,BAHIA BLANCA,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,95.16666666666669,11.855,6.03,post,-0.258819,-0.965926,-0.781831,0.62349,-0.5,-0.866025
Container,49877,CALLAO,other_destinations,96566940-k - AGUNSA,C1,ZIM,ZIM Albatros,52.45,10.5,0.4,post,0.5,-0.866025,0.0,1.0,-0.5,-0.866025
Container,153115,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,35.0,10.525,2.475,post,0.0,-1.0,0.433884,-0.900969,-0.5,-0.866025
Container,155492,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,71.28333333333333,11.0,0.0,post,-0.258819,0.965926,0.433884,-0.900969,-0.5,-0.866025
Container,118945,CALLAO,CALLAO,80992000-3 - ULTRAMAR,C2,HAPAG-LLOYD CHILE SPA,Eurosal,52.333333333333336,9.1,0.35,post,-0.707107,0.707107,0.781831,0.62349,-0.5,-0.866025
Container,25703,LIRQUEN,CALLAO,96566940-k - AGUNSA,C1,XPRESS FEEDER,CHX,12.5,8.6,0.65,post,0.707107,0.707107,-0.433884,-0.900969,-0.5,-0.866025
Vehicle Carrier,39454,BUENAVENTURA,other_destinations,96566940-k - AGUNSA,Sitio 4/5,NON-LINER,NO SERVICE,8.366666666666667,7.6,0.45,post,1.0,0.0,-0.781831,0.62349,-0.5,-0.866025
Container,92293,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,27.28333333333333,12.325,0.575,post,0.0,1.0,0.781831,0.62349,-0.5,-0.866025
Container,26671,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C1,CMA CGM,Americas XL,20.216666666666665,8.55,-0.35,post,0.0,-1.0,-0.974928,-0.222521,-0.866025,-0.5
Container,25703,LIRQUEN,CALLAO,96566940-k - AGUNSA,C1,XPRESS FEEDER,CHX,19.866666666666667,8.1,0.5,post,-1.0,-0.0,-0.974928,-0.222521,-0.5,-0.866025
Liquid Bulk,9381,QUINTERO,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 9,MOL,CAR CARRIERS,11.166666666666666,5.35,0.2,post,0.258819,0.965926,-0.433884,-0.900969,-0.5,-0.866025
Container,53523,ANTOFAGASTA,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,29.216666666666665,10.6,-0.65,post,0.258819,0.965926,0.0,1.0,-0.5,-0.866025
Vehicle Carrier,57542,TALCAHUANO,IQUIQUE,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,20.53333333333333,9.4,0.55,post,-0.965926,-0.258819,0.974928,-0.222521,-0.866025,-0.5
Dry Bulk,35503,ROSARIO,PATILLOS,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,51.333333333333336,12.08,6.175,post,0.866025,0.5,0.0,1.0,-0.5,-0.866025
Container,40030,CALLAO,KOBE - HYOGO,96566940-k - AGUNSA,C1,ZIM,ZIM Albatros,29.633333333333333,9.85,1.3,post,0.866025,-0.5,0.0,1.0,-0.5,-0.866025
Container,6385,SAN VICENTE,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,14.25,5.255,-1.885,post,0.965926,-0.258819,0.781831,0.62349,-0.5,-0.866025
Vehicle Carrier,62195,MANTA,NAGOYA - AICHI,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,31.45,8.8,1.15,post,0.0,-1.0,0.0,1.0,-0.5,-0.866025
Container,64254,CALLAO,KOBE - HYOGO,96566940-k - AGUNSA,Sitio 2,YANG MING,WSA6,31.6,10.35,0.85,post,-0.258819,-0.965926,-0.974928,-0.222521,-0.866025,-0.5
Dry Bulk,35503,ROSARIO,PATILLOS,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,55.833333333333336,12.08,6.175,post,0.707107,-0.707107,-0.974928,-0.222521,-0.866025,-0.5
Liquid Bulk,11773,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,10.75,5.05,-4.65,post,0.866025,-0.5,0.781831,0.62349,-0.5,-0.866025
Container,155492,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,65.55,12.3,2.0,post,0.258819,-0.965926,-0.974928,-0.222521,-0.866025,-0.5
Container,28270,CALLAO,LIRQUEN,80925100-4 - SOMARCO,C2,COSCO GROUP,CHX,16.683333333333334,7.1,-0.2,post,-0.707107,-0.707107,-0.974928,-0.222521,-0.866025,-0.5
Vehicle Carrier,61482,SHANGHAI,CALLAO,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,63.96666666666667,9.925,1.625,post,-0.866025,0.5,-0.974928,-0.222521,-0.866025,-0.5
